"BusNo.","Timeperiod","DecisionNo.","Mileage","ExpChoiceSpecificValuefunction","Chosen"
24,18,0,1,-21.8255706090749,1
24,18,1,1,-21.0801550699975,0
24,19,0,2,-22.298636394482,1
24,19,1,2,-21.0801550699975,0
24,20,0,3,-22.5879595713284,0
24,20,1,3,-21.0801550699975,1
24,21,0,1,-21.8255706090749,1
24,21,1,1,-21.0801550699975,0
24,22,0,2,-22.298636394482,1
24,22,1,2,-21.0801550699975,0
24,23,0,3,-22.5879595713284,0
24,23,1,3,-21.0801550699975,1
24,24,0,1,-21.8255706090749,1
24,24,1,1,-21.0801550699975,0
24,25,0,2,-22.298636394482,1
24,25,1,2,-21.0801550699975,0
24,26,0,3,-22.5879595713284,1
24,26,1,3,-21.0801550699975,0
24,27,0,4,-22.7622881023206,0
24,27,1,4,-21.0801550699975,1
24,28,0,1,-21.8255706090749,0
24,28,1,1,-21.0801550699975,1
24,29,0,1,-21.8255706090749,0
24,29,1,1,-21.0801550699975,1
25,0,0,0,-21.0801550699975,1
25,0,1,0,-21.0801550699975,0
25,1,0,1,-21.8255706090749,1
25,1,1,1,-21.0801550699975,0
25,2,0,2,-22.298636394482,0
25,2,1,2,-21.0801550699975,1
25,3,0,1,-21.8255706090749,1
25,3,1,1,-21.0801550699975,0
25,4,0,2,-22.298636394482,1
25,4,1,2,-21.0801550699975,0
25,5,0,3,-22.5879595713284,1
25,5,1,3,-21.0801550699975,0
25,6,0,4,-22.7622881023206,1
25,6,1,4,-21.0801550699975,0
25,7,0,5,-22.8670085532735,0
25,7,1,5,-21.0801550699975,1
25,8,0,1,-21.8255706090749,1
25,8,1,1,-21.0801550699975,0
25,9,0,2,-22.298636394482,0
25,9,1,2,-21.0801550699975,1
25,10,0,1,-21.8255706090749,1
25,10,1,1,-21.0801550699975,0
25,11,0,2,-22.298636394482,1
25,11,1,2,-21.0801550699975,0
25,12,0,3,-22.5879595713284,1
25,12,1,3,-21.0801550699975,0
25,13,0,4,-22.7622881023206,0
25,13,1,4,-21.0801550699975,1
25,14,0,1,-21.8255706090749,1
25,14,1,1,-21.0801550699975,0
25,15,0,2,-22.298636394482,0
25,15,1,2,-21.0801550699975,1
25,16,0,1,-21.8255706090749,1
25,16,1,1,-21.0801550699975,0
25,17,0,2,-22.298636394482,1
25,17,1,2,-21.0801550699975,0
25,18,0,3,-22.5879595713284,0
25,18,1,3,-21.0801550699975,1
25,19,0,1,-21.8255706090749,1
25,19,1,1,-21.0801550699975,0
25,20,0,2,-22.298636394482,0
25,20,1,2,-21.0801550699975,1
25,21,0,1,-21.8255706090749,1
25,21,1,1,-21.0801550699975,0
25,22,0,2,-22.298636394482,0
25,22,1,2,-21.0801550699975,1
25,23,0,1,-21.8255706090749,1
25,23,1,1,-21.0801550699975,0
25,24,0,2,-22.298636394482,1
25,24,1,2,-21.0801550699975,0
25,25,0,3,-22.5879595713284,0
25,25,1,3,-21.0801550699975,1
25,26,0,1,-21.8255706090749,1
25,26,1,1,-21.0801550699975,0
25,27,0,2,-22.298636394482,1
25,27,1,2,-21.0801550699975,0
25,28,0,3,-22.5879595713284,1
25,28,1,3,-21.0801550699975,0
25,29,0,4,-22.7622881023206,0
25,29,1,4,-21.0801550699975,1
26,0,0,0,-21.0801550699975,1
26,0,1,0,-21.0801550699975,0
26,1,0,1,-21.8255706090749,1
26,1,1,1,-21.0801550699975,0
26,2,0,2,-22.298636394482,1
26,2,1,2,-21.0801550699975,0
26,3,0,3,-22.5879595713284,1
26,3,1,3,-21.0801550699975,0
26,4,0,4,-22.7622881023206,1
26,4,1,4,-21.0801550699975,0
26,5,0,5,-22.8670085532735,0
26,5,1,5,-21.0801550699975,1
26,6,0,1,-21.8255706090749,1
26,6,1,1,-21.0801550699975,0
26,7,0,2,-22.298636394482,1
26,7,1,2,-21.0801550699975,0
26,8,0,3,-22.5879595713284,0
26,8,1,3,-21.0801550699975,1
26,9,0,1,-21.8255706090749,1
26,9,1,1,-21.0801550699975,0
26,10,0,2,-22.298636394482,0
26,10,1,2,-21.0801550699975,1
26,11,0,1,-21.8255706090749,1
26,11,1,1,-21.0801550699975,0
26,12,0,2,-22.298636394482,1
26,12,1,2,-21.0801550699975,0
26,13,0,3,-22.5879595713284,1
26,13,1,3,-21.0801550699975,0
26,14,0,4,-22.7622881023206,1
26,14,1,4,-21.0801550699975,0
26,15,0,5,-22.8670085532735,0
26,15,1,5,-21.0801550699975,1
26,16,0,1,-21.8255706090749,0
26,16,1,1,-21.0801550699975,1
26,17,0,1,-21.8255706090749,1
26,17,1,1,-21.0801550699975,0
26,18,0,2,-22.298636394482,1
26,18,1,2,-21.0801550699975,0
26,19,0,3,-22.5879595713284,1
26,19,1,3,-21.0801550699975,0
26,20,0,4,-22.7622881023206,1
26,20,1,4,-21.0801550699975,0
26,21,0,5,-22.8670085532735,0
26,21,1,5,-21.0801550699975,1
26,22,0,1,-21.8255706090749,1
26,22,1,1,-21.0801550699975,0
26,23,0,2,-22.298636394482,0
26,23,1,2,-21.0801550699975,1
26,24,0,1,-21.8255706090749,0
26,24,1,1,-21.0801550699975,1
26,25,0,1,-21.8255706090749,1
26,25,1,1,-21.0801550699975,0
26,26,0,2,-22.298636394482,1
26,26,1,2,-21.0801550699975,0
26,27,0,3,-22.5879595713284,0
26,27,1,3,-21.0801550699975,1
26,28,0,1,-21.8255706090749,0
26,28,1,1,-21.0801550699975,1
26,29,0,1,-21.8255706090749,1
26,29,1,1,-21.0801550699975,0
27,0,0,0,-21.0801550699975,1
27,0,1,0,-21.0801550699975,0
27,1,0,1,-21.8255706090749,1
27,1,1,1,-21.0801550699975,0
27,2,0,2,-22.298636394482,1
27,2,1,2,-21.0801550699975,0
27,3,0,3,-22.5879595713284,1
27,3,1,3,-21.0801550699975,0
27,4,0,4,-22.7622881023206,0
27,4,1,4,-21.0801550699975,1
27,5,0,1,-21.8255706090749,1
27,5,1,1,-21.0801550699975,0
27,6,0,2,-22.298636394482,1
27,6,1,2,-21.0801550699975,0
27,7,0,3,-22.5879595713284,0
27,7,1,3,-21.0801550699975,1
27,8,0,1,-21.8255706090749,1
27,8,1,1,-21.0801550699975,0
27,9,0,2,-22.298636394482,1
27,9,1,2,-21.0801550699975,0
27,10,0,3,-22.5879595713284,1
27,10,1,3,-21.0801550699975,0
27,11,0,4,-22.7622881023206,0
27,11,1,4,-21.0801550699975,1
27,12,0,1,-21.8255706090749,1
27,12,1,1,-21.0801550699975,0
27,13,0,2,-22.298636394482,1
27,13,1,2,-21.0801550699975,0
27,14,0,3,-22.5879595713284,1
27,14,1,3,-21.0801550699975,0
27,15,0,4,-22.7622881023206,0
27,15,1,4,-21.0801550699975,1
27,16,0,1,-21.8255706090749,0
27,16,1,1,-21.0801550699975,1
27,17,0,1,-21.8255706090749,1
27,17,1,1,-21.0801550699975,0
27,18,0,2,-22.298636394482,1
27,18,1,2,-21.0801550699975,0
27,19,0,3,-22.5879595713284,0
27,19,1,3,-21.0801550699975,1
27,20,0,1,-21.8255706090749,1
27,20,1,1,-21.0801550699975,0
27,21,0,2,-22.298636394482,0
27,21,1,2,-21.0801550699975,1
27,22,0,1,-21.8255706090749,1
27,22,1,1,-21.0801550699975,0
27,23,0,2,-22.298636394482,1
27,23,1,2,-21.0801550699975,0
27,24,0,3,-22.5879595713284,0
27,24,1,3,-21.0801550699975,1
27,25,0,1,-21.8255706090749,1
27,25,1,1,-21.0801550699975,0
27,26,0,2,-22.298636394482,1
27,26,1,2,-21.0801550699975,0
27,27,0,3,-22.5879595713284,1
27,27,1,3,-21.0801550699975,0
27,28,0,4,-22.7622881023206,0
27,28,1,4,-21.0801550699975,1
27,29,0,1,-21.8255706090749,1
27,29,1,1,-21.0801550699975,0
28,0,0,0,-21.0801550699975,1
28,0,1,0,-21.0801550699975,0
28,1,0,1,-21.8255706090749,1
28,1,1,1,-21.0801550699975,0
28,2,0,2,-22.298636394482,1
28,2,1,2,-21.0801550699975,0
28,3,0,3,-22.5879595713284,0
28,3,1,3,-21.0801550699975,1
28,4,0,1,-21.8255706090749,1
28,4,1,1,-21.0801550699975,0
28,5,0,2,-22.298636394482,1
28,5,1,2,-21.0801550699975,0
28,6,0,3,-22.5879595713284,0
28,6,1,3,-21.0801550699975,1
28,7,0,1,-21.8255706090749,1
28,7,1,1,-21.0801550699975,0
28,8,0,2,-22.298636394482,1
28,8,1,2,-21.0801550699975,0
28,9,0,3,-22.5879595713284,1
28,9,1,3,-21.0801550699975,0
28,10,0,4,-22.7622881023206,1
28,10,1,4,-21.0801550699975,0
28,11,0,5,-22.8670085532735,0
28,11,1,5,-21.0801550699975,1
28,12,0,1,-21.8255706090749,1
28,12,1,1,-21.0801550699975,0
28,13,0,2,-22.298636394482,0
28,13,1,2,-21.0801550699975,1
28,14,0,1,-21.8255706090749,1
28,14,1,1,-21.0801550699975,0
28,15,0,2,-22.298636394482,1
28,15,1,2,-21.0801550699975,0
28,16,0,3,-22.5879595713284,1
28,16,1,3,-21.0801550699975,0
28,17,0,4,-22.7622881023206,1
28,17,1,4,-21.0801550699975,0
28,18,0,5,-22.8670085532735,0
28,18,1,5,-21.0801550699975,1
28,19,0,1,-21.8255706090749,1
28,19,1,1,-21.0801550699975,0
28,20,0,2,-22.298636394482,1
28,20,1,2,-21.0801550699975,0
28,21,0,3,-22.5879595713284,1
28,21,1,3,-21.0801550699975,0
28,22,0,4,-22.7622881023206,0
28,22,1,4,-21.0801550699975,1
28,23,0,1,-21.8255706090749,1
28,23,1,1,-21.0801550699975,0
28,24,0,2,-22.298636394482,1
28,24,1,2,-21.0801550699975,0
28,25,0,3,-22.5879595713284,1
28,25,1,3,-21.0801550699975,0
28,26,0,4,-22.7622881023206,1
28,26,1,4,-21.0801550699975,0
28,27,0,5,-22.8670085532735,0
28,27,1,5,-21.0801550699975,1
28,28,0,1,-21.8255706090749,1
28,28,1,1,-21.0801550699975,0
28,29,0,2,-22.298636394482,0
28,29,1,2,-21.0801550699975,1
29,0,0,0,-21.0801550699975,1
29,0,1,0,-21.0801550699975,0
29,1,0,1,-21.8255706090749,1
29,1,1,1,-21.0801550699975,0
29,2,0,2,-22.298636394482,1
29,2,1,2,-21.0801550699975,0
29,3,0,3,-22.5879595713284,0
29,3,1,3,-21.0801550699975,1
29,4,0,1,-21.8255706090749,1
29,4,1,1,-21.0801550699975,0
29,5,0,2,-22.298636394482,1
29,5,1,2,-21.0801550699975,0
29,6,0,3,-22.5879595713284,0
29,6,1,3,-21.0801550699975,1
29,7,0,1,-21.8255706090749,1
29,7,1,1,-21.0801550699975,0
29,8,0,2,-22.298636394482,1
29,8,1,2,-21.0801550699975,0
29,9,0,3,-22.5879595713284,0
29,9,1,3,-21.0801550699975,1
29,10,0,1,-21.8255706090749,1
29,10,1,1,-21.0801550699975,0
29,11,0,2,-22.298636394482,1
29,11,1,2,-21.0801550699975,0
29,12,0,3,-22.5879595713284,0
29,12,1,3,-21.0801550699975,1
29,13,0,1,-21.8255706090749,0
29,13,1,1,-21.0801550699975,1
29,14,0,1,-21.8255706090749,1
29,14,1,1,-21.0801550699975,0
29,15,0,2,-22.298636394482,1
29,15,1,2,-21.0801550699975,0
29,16,0,3,-22.5879595713284,1
29,16,1,3,-21.0801550699975,0
29,17,0,4,-22.7622881023206,1
29,17,1,4,-21.0801550699975,0
29,18,0,5,-22.8670085532735,0
29,18,1,5,-21.0801550699975,1
29,19,0,1,-21.8255706090749,1
29,19,1,1,-21.0801550699975,0
29,20,0,2,-22.298636394482,1
29,20,1,2,-21.0801550699975,0
29,21,0,3,-22.5879595713284,0
29,21,1,3,-21.0801550699975,1
29,22,0,1,-21.8255706090749,1
29,22,1,1,-21.0801550699975,0
29,23,0,2,-22.298636394482,0
29,23,1,2,-21.0801550699975,1
29,24,0,1,-21.8255706090749,1
29,24,1,1,-21.0801550699975,0
29,25,0,2,-22.298636394482,1
29,25,1,2,-21.0801550699975,0
29,26,0,3,-22.5879595713284,0
29,26,1,3,-21.0801550699975,1
29,27,0,1,-21.8255706090749,1
29,27,1,1,-21.0801550699975,0
29,28,0,2,-22.298636394482,0
29,28,1,2,-21.0801550699975,1
29,29,0,1,-21.8255706090749,1
29,29,1,1,-21.0801550699975,0
30,0,0,0,-21.0801550699975,1
30,0,1,0,-21.0801550699975,0
30,1,0,1,-21.8255706090749,0
30,1,1,1,-21.0801550699975,1
30,2,0,1,-21.8255706090749,1
30,2,1,1,-21.0801550699975,0
30,3,0,2,-22.298636394482,0
30,3,1,2,-21.0801550699975,1
30,4,0,1,-21.8255706090749,1
30,4,1,1,-21.0801550699975,0
30,5,0,2,-22.298636394482,0
30,5,1,2,-21.0801550699975,1
30,6,0,1,-21.8255706090749,1
30,6,1,1,-21.0801550699975,0
30,7,0,2,-22.298636394482,1
30,7,1,2,-21.0801550699975,0
30,8,0,3,-22.5879595713284,0
30,8,1,3,-21.0801550699975,1
30,9,0,1,-21.8255706090749,1
30,9,1,1,-21.0801550699975,0
30,10,0,2,-22.298636394482,1
30,10,1,2,-21.0801550699975,0
30,11,0,3,-22.5879595713284,0
30,11,1,3,-21.0801550699975,1
30,12,0,1,-21.8255706090749,1
30,12,1,1,-21.0801550699975,0
30,13,0,2,-22.298636394482,1
30,13,1,2,-21.0801550699975,0
30,14,0,3,-22.5879595713284,1
30,14,1,3,-21.0801550699975,0
30,15,0,4,-22.7622881023206,1
30,15,1,4,-21.0801550699975,0
30,16,0,5,-22.8670085532735,0
30,16,1,5,-21.0801550699975,1
30,17,0,1,-21.8255706090749,1
30,17,1,1,-21.0801550699975,0
30,18,0,2,-22.298636394482,1
30,18,1,2,-21.0801550699975,0
30,19,0,3,-22.5879595713284,0
30,19,1,3,-21.0801550699975,1
30,20,0,1,-21.8255706090749,1
30,20,1,1,-21.0801550699975,0
30,21,0,2,-22.298636394482,1
30,21,1,2,-21.0801550699975,0
30,22,0,3,-22.5879595713284,1
30,22,1,3,-21.0801550699975,0
30,23,0,4,-22.7622881023206,1
30,23,1,4,-21.0801550699975,0
30,24,0,5,-22.8670085532735,1
30,24,1,5,-21.0801550699975,0
30,25,0,6,-22.9300018317182,0
30,25,1,6,-21.0801550699975,1
30,26,0,1,-21.8255706090749,1
30,26,1,1,-21.0801550699975,0
30,27,0,2,-22.298636394482,1
30,27,1,2,-21.0801550699975,0
30,28,0,3,-22.5879595713284,0
30,28,1,3,-21.0801550699975,1
30,29,0,1,-21.8255706090749,1
30,29,1,1,-21.0801550699975,0
31,0,0,0,-21.0801550699975,1
31,0,1,0,-21.0801550699975,0
31,1,0,1,-21.8255706090749,1
31,1,1,1,-21.0801550699975,0
31,2,0,2,-22.298636394482,1
31,2,1,2,-21.0801550699975,0
31,3,0,3,-22.5879595713284,0
31,3,1,3,-21.0801550699975,1
31,4,0,1,-21.8255706090749,1
31,4,1,1,-21.0801550699975,0
31,5,0,2,-22.298636394482,1
31,5,1,2,-21.0801550699975,0
31,6,0,3,-22.5879595713284,1
31,6,1,3,-21.0801550699975,0
31,7,0,4,-22.7622881023206,1
31,7,1,4,-21.0801550699975,0
31,8,0,5,-22.8670085532735,1
31,8,1,5,-21.0801550699975,0
31,9,0,6,-22.9300018317182,0
31,9,1,6,-21.0801550699975,1
31,10,0,1,-21.8255706090749,1
31,10,1,1,-21.0801550699975,0
31,11,0,2,-22.298636394482,1
31,11,1,2,-21.0801550699975,0
31,12,0,3,-22.5879595713284,0
31,12,1,3,-21.0801550699975,1
31,13,0,1,-21.8255706090749,1
31,13,1,1,-21.0801550699975,0
31,14,0,2,-22.298636394482,0
31,14,1,2,-21.0801550699975,1
31,15,0,1,-21.8255706090749,1
31,15,1,1,-21.0801550699975,0
31,16,0,2,-22.298636394482,1
31,16,1,2,-21.0801550699975,0
31,17,0,3,-22.5879595713284,1
31,17,1,3,-21.0801550699975,0
31,18,0,4,-22.7622881023206,0
31,18,1,4,-21.0801550699975,1
31,19,0,1,-21.8255706090749,1
31,19,1,1,-21.0801550699975,0
31,20,0,2,-22.298636394482,0
31,20,1,2,-21.0801550699975,1
31,21,0,1,-21.8255706090749,1
31,21,1,1,-21.0801550699975,0
31,22,0,2,-22.298636394482,1
31,22,1,2,-21.0801550699975,0
31,23,0,3,-22.5879595713284,1
31,23,1,3,-21.0801550699975,0
31,24,0,4,-22.7622881023206,0
31,24,1,4,-21.0801550699975,1
31,25,0,1,-21.8255706090749,0
31,25,1,1,-21.0801550699975,1
31,26,0,1,-21.8255706090749,1
31,26,1,1,-21.0801550699975,0
31,27,0,2,-22.298636394482,1
31,27,1,2,-21.0801550699975,0
31,28,0,3,-22.5879595713284,0
31,28,1,3,-21.0801550699975,1
31,29,0,1,-21.8255706090749,1
31,29,1,1,-21.0801550699975,0
32,0,0,0,-21.0801550699975,1
32,0,1,0,-21.0801550699975,0
32,1,0,1,-21.8255706090749,1
32,1,1,1,-21.0801550699975,0
32,2,0,2,-22.298636394482,1
32,2,1,2,-21.0801550699975,0
32,3,0,3,-22.5879595713284,1
32,3,1,3,-21.0801550699975,0
32,4,0,4,-22.7622881023206,1
32,4,1,4,-21.0801550699975,0
32,5,0,5,-22.8670085532735,0
32,5,1,5,-21.0801550699975,1
32,6,0,1,-21.8255706090749,1
32,6,1,1,-21.0801550699975,0
32,7,0,2,-22.298636394482,0
32,7,1,2,-21.0801550699975,1
32,8,0,1,-21.8255706090749,1
32,8,1,1,-21.0801550699975,0
32,9,0,2,-22.298636394482,0
32,9,1,2,-21.0801550699975,1
32,10,0,1,-21.8255706090749,1
32,10,1,1,-21.0801550699975,0
32,11,0,2,-22.298636394482,0
32,11,1,2,-21.0801550699975,1
32,12,0,1,-21.8255706090749,1
32,12,1,1,-21.0801550699975,0
32,13,0,2,-22.298636394482,1
32,13,1,2,-21.0801550699975,0
32,14,0,3,-22.5879595713284,0
32,14,1,3,-21.0801550699975,1
32,15,0,1,-21.8255706090749,1
32,15,1,1,-21.0801550699975,0
32,16,0,2,-22.298636394482,0
32,16,1,2,-21.0801550699975,1
32,17,0,1,-21.8255706090749,1
32,17,1,1,-21.0801550699975,0
32,18,0,2,-22.298636394482,1
32,18,1,2,-21.0801550699975,0
32,19,0,3,-22.5879595713284,1
32,19,1,3,-21.0801550699975,0
32,20,0,4,-22.7622881023206,0
32,20,1,4,-21.0801550699975,1
32,21,0,1,-21.8255706090749,1
32,21,1,1,-21.0801550699975,0
32,22,0,2,-22.298636394482,1
32,22,1,2,-21.0801550699975,0
32,23,0,3,-22.5879595713284,0
32,23,1,3,-21.0801550699975,1
32,24,0,1,-21.8255706090749,1
32,24,1,1,-21.0801550699975,0
32,25,0,2,-22.298636394482,1
32,25,1,2,-21.0801550699975,0
32,26,0,3,-22.5879595713284,0
32,26,1,3,-21.0801550699975,1
32,27,0,1,-21.8255706090749,1
32,27,1,1,-21.0801550699975,0
32,28,0,2,-22.298636394482,1
32,28,1,2,-21.0801550699975,0
32,29,0,3,-22.5879595713284,1
32,29,1,3,-21.0801550699975,0
33,0,0,0,-21.0801550699975,1
33,0,1,0,-21.0801550699975,0
33,1,0,1,-21.8255706090749,1
33,1,1,1,-21.0801550699975,0
33,2,0,2,-22.298636394482,1
33,2,1,2,-21.0801550699975,0
33,3,0,3,-22.5879595713284,0
33,3,1,3,-21.0801550699975,1
33,4,0,1,-21.8255706090749,1
33,4,1,1,-21.0801550699975,0
33,5,0,2,-22.298636394482,1
33,5,1,2,-21.0801550699975,0
33,6,0,3,-22.5879595713284,0
33,6,1,3,-21.0801550699975,1
33,7,0,1,-21.8255706090749,1
33,7,1,1,-21.0801550699975,0
33,8,0,2,-22.298636394482,0
33,8,1,2,-21.0801550699975,1
33,9,0,1,-21.8255706090749,1
33,9,1,1,-21.0801550699975,0
33,10,0,2,-22.298636394482,1
33,10,1,2,-21.0801550699975,0
33,11,0,3,-22.5879595713284,1
33,11,1,3,-21.0801550699975,0
33,12,0,4,-22.7622881023206,0
33,12,1,4,-21.0801550699975,1
33,13,0,1,-21.8255706090749,1
33,13,1,1,-21.0801550699975,0
33,14,0,2,-22.298636394482,0
33,14,1,2,-21.0801550699975,1
33,15,0,1,-21.8255706090749,1
33,15,1,1,-21.0801550699975,0
33,16,0,2,-22.298636394482,1
33,16,1,2,-21.0801550699975,0
33,17,0,3,-22.5879595713284,1
33,17,1,3,-21.0801550699975,0
33,18,0,4,-22.7622881023206,1
33,18,1,4,-21.0801550699975,0
33,19,0,5,-22.8670085532735,0
33,19,1,5,-21.0801550699975,1
33,20,0,1,-21.8255706090749,1
33,20,1,1,-21.0801550699975,0
33,21,0,2,-22.298636394482,1
33,21,1,2,-21.0801550699975,0
33,22,0,3,-22.5879595713284,0
33,22,1,3,-21.0801550699975,1
33,23,0,1,-21.8255706090749,1
33,23,1,1,-21.0801550699975,0
33,24,0,2,-22.298636394482,0
33,24,1,2,-21.0801550699975,1
33,25,0,1,-21.8255706090749,1
33,25,1,1,-21.0801550699975,0
33,26,0,2,-22.298636394482,0
33,26,1,2,-21.0801550699975,1
33,27,0,1,-21.8255706090749,1
33,27,1,1,-21.0801550699975,0
33,28,0,2,-22.298636394482,1
33,28,1,2,-21.0801550699975,0
33,29,0,3,-22.5879595713284,1
33,29,1,3,-21.0801550699975,0
34,0,0,0,-21.0801550699975,1
34,0,1,0,-21.0801550699975,0
34,1,0,1,-21.8255706090749,1
34,1,1,1,-21.0801550699975,0
34,2,0,2,-22.298636394482,0
34,2,1,2,-21.0801550699975,1
34,3,0,1,-21.8255706090749,1
34,3,1,1,-21.0801550699975,0
34,4,0,2,-22.298636394482,0
34,4,1,2,-21.0801550699975,1
34,5,0,1,-21.8255706090749,1
34,5,1,1,-21.0801550699975,0
34,6,0,2,-22.298636394482,1
34,6,1,2,-21.0801550699975,0
34,7,0,3,-22.5879595713284,1
34,7,1,3,-21.0801550699975,0
34,8,0,4,-22.7622881023206,0
34,8,1,4,-21.0801550699975,1
34,9,0,1,-21.8255706090749,1
34,9,1,1,-21.0801550699975,0
34,10,0,2,-22.298636394482,1
34,10,1,2,-21.0801550699975,0
34,11,0,3,-22.5879595713284,1
34,11,1,3,-21.0801550699975,0
34,12,0,4,-22.7622881023206,0
34,12,1,4,-21.0801550699975,1
34,13,0,1,-21.8255706090749,1
34,13,1,1,-21.0801550699975,0
34,14,0,2,-22.298636394482,1
34,14,1,2,-21.0801550699975,0
34,15,0,3,-22.5879595713284,1
34,15,1,3,-21.0801550699975,0
34,16,0,4,-22.7622881023206,1
34,16,1,4,-21.0801550699975,0
34,17,0,5,-22.8670085532735,0
34,17,1,5,-21.0801550699975,1
34,18,0,1,-21.8255706090749,1
34,18,1,1,-21.0801550699975,0
34,19,0,2,-22.298636394482,1
34,19,1,2,-21.0801550699975,0
34,20,0,3,-22.5879595713284,1
34,20,1,3,-21.0801550699975,0
34,21,0,4,-22.7622881023206,0
34,21,1,4,-21.0801550699975,1
34,22,0,1,-21.8255706090749,1
34,22,1,1,-21.0801550699975,0
34,23,0,2,-22.298636394482,1
34,23,1,2,-21.0801550699975,0
34,24,0,3,-22.5879595713284,0
34,24,1,3,-21.0801550699975,1
34,25,0,1,-21.8255706090749,0
34,25,1,1,-21.0801550699975,1
34,26,0,1,-21.8255706090749,1
34,26,1,1,-21.0801550699975,0
34,27,0,2,-22.298636394482,1
34,27,1,2,-21.0801550699975,0
34,28,0,3,-22.5879595713284,0
34,28,1,3,-21.0801550699975,1
34,29,0,1,-21.8255706090749,1
34,29,1,1,-21.0801550699975,0
35,0,0,0,-21.0801550699975,1
35,0,1,0,-21.0801550699975,0
35,1,0,1,-21.8255706090749,1
35,1,1,1,-21.0801550699975,0
35,2,0,2,-22.298636394482,1
35,2,1,2,-21.0801550699975,0
35,3,0,3,-22.5879595713284,1
35,3,1,3,-21.0801550699975,0
35,4,0,4,-22.7622881023206,0
35,4,1,4,-21.0801550699975,1
35,5,0,1,-21.8255706090749,1
35,5,1,1,-21.0801550699975,0
35,6,0,2,-22.298636394482,1
35,6,1,2,-21.0801550699975,0
35,7,0,3,-22.5879595713284,0
35,7,1,3,-21.0801550699975,1
35,8,0,1,-21.8255706090749,1
35,8,1,1,-21.0801550699975,0
35,9,0,2,-22.298636394482,1
35,9,1,2,-21.0801550699975,0
35,10,0,3,-22.5879595713284,0
35,10,1,3,-21.0801550699975,1
35,11,0,1,-21.8255706090749,1
35,11,1,1,-21.0801550699975,0
35,12,0,2,-22.298636394482,0
35,12,1,2,-21.0801550699975,1
35,13,0,1,-21.8255706090749,1
35,13,1,1,-21.0801550699975,0
35,14,0,2,-22.298636394482,1
35,14,1,2,-21.0801550699975,0
35,15,0,3,-22.5879595713284,1
35,15,1,3,-21.0801550699975,0
35,16,0,4,-22.7622881023206,0
35,16,1,4,-21.0801550699975,1
35,17,0,1,-21.8255706090749,1
35,17,1,1,-21.0801550699975,0
35,18,0,2,-22.298636394482,1
35,18,1,2,-21.0801550699975,0
35,19,0,3,-22.5879595713284,1
35,19,1,3,-21.0801550699975,0
35,20,0,4,-22.7622881023206,0
35,20,1,4,-21.0801550699975,1
35,21,0,1,-21.8255706090749,1
35,21,1,1,-21.0801550699975,0
35,22,0,2,-22.298636394482,1
35,22,1,2,-21.0801550699975,0
35,23,0,3,-22.5879595713284,0
35,23,1,3,-21.0801550699975,1
35,24,0,1,-21.8255706090749,1
35,24,1,1,-21.0801550699975,0
35,25,0,2,-22.298636394482,0
35,25,1,2,-21.0801550699975,1
35,26,0,1,-21.8255706090749,1
35,26,1,1,-21.0801550699975,0
35,27,0,2,-22.298636394482,0
35,27,1,2,-21.0801550699975,1
35,28,0,1,-21.8255706090749,1
35,28,1,1,-21.0801550699975,0
35,29,0,2,-22.298636394482,1
35,29,1,2,-21.0801550699975,0
36,0,0,0,-21.0801550699975,1
36,0,1,0,-21.0801550699975,0
36,1,0,1,-21.8255706090749,1
36,1,1,1,-21.0801550699975,0
36,2,0,2,-22.298636394482,0
36,2,1,2,-21.0801550699975,1
36,3,0,1,-21.8255706090749,1
36,3,1,1,-21.0801550699975,0
36,4,0,2,-22.298636394482,0
36,4,1,2,-21.0801550699975,1
36,5,0,1,-21.8255706090749,1
36,5,1,1,-21.0801550699975,0
36,6,0,2,-22.298636394482,1
36,6,1,2,-21.0801550699975,0
36,7,0,3,-22.5879595713284,0
36,7,1,3,-21.0801550699975,1
36,8,0,1,-21.8255706090749,1
36,8,1,1,-21.0801550699975,0
36,9,0,2,-22.298636394482,1
36,9,1,2,-21.0801550699975,0
36,10,0,3,-22.5879595713284,0
36,10,1,3,-21.0801550699975,1
36,11,0,1,-21.8255706090749,1
36,11,1,1,-21.0801550699975,0
36,12,0,2,-22.298636394482,1
36,12,1,2,-21.0801550699975,0
36,13,0,3,-22.5879595713284,1
36,13,1,3,-21.0801550699975,0
36,14,0,4,-22.7622881023206,0
36,14,1,4,-21.0801550699975,1
36,15,0,1,-21.8255706090749,1
36,15,1,1,-21.0801550699975,0
36,16,0,2,-22.298636394482,1
36,16,1,2,-21.0801550699975,0
36,17,0,3,-22.5879595713284,1
36,17,1,3,-21.0801550699975,0
36,18,0,4,-22.7622881023206,0
36,18,1,4,-21.0801550699975,1
36,19,0,1,-21.8255706090749,1
36,19,1,1,-21.0801550699975,0
36,20,0,2,-22.298636394482,1
36,20,1,2,-21.0801550699975,0
36,21,0,3,-22.5879595713284,1
36,21,1,3,-21.0801550699975,0
36,22,0,4,-22.7622881023206,0
36,22,1,4,-21.0801550699975,1
36,23,0,1,-21.8255706090749,1
36,23,1,1,-21.0801550699975,0
36,24,0,2,-22.298636394482,1
36,24,1,2,-21.0801550699975,0
36,25,0,3,-22.5879595713284,0
36,25,1,3,-21.0801550699975,1
36,26,0,1,-21.8255706090749,1
36,26,1,1,-21.0801550699975,0
36,27,0,2,-22.298636394482,0
